# Dados da tabela: 
# DATA TEMP UMIDADE PRESSAO LUMINOSIDADE
# Obs.: A data está no formato aaaammddHHMMSS; TEMP em graus celsius; UMIDADE em %;
# PRESSAO em Pascal; LUMINOSIDADE sem unidade 

20140708213353	8.7	99.9	101906	417
20140708213453	8.7	99.9	101911	364
20140708213552	8.7	99.9	101914	381
20140708213652	8.7	99.9	101917	346
20140708213751	8.7	99.9	101911	422
20140708213850	8.6	99.9	101903	406
20140708213950	8.6	99.9	101908	395
20140708214049	8.6	99.9	101906	418
20140708214148	8.6	99.9	101894	427
20140708214248	8.6	99.9	101911	402
20140708214347	8.6	99.9	101903	436
20140708214447	8.6	99.9	101900	435
20140708214546	8.5	99.9	101886	436
20140708214645	8.5	99.9	101899	434
20140708214745	8.5	99.9	101888	427
20140708214844	8.5	99.9	101897	417
20140708214944	8.5	99.9	101908	419
20140708215043	8.4	99.9	101899	332
20140708215142	8.5	99.9	101896	328
20140708215242	8.5	99.9	101888	328
20140708215341	8.4	99.9	101891	331
20140708215440	8.4	99.9	101896	332
20140708215540	8.4	99.9	101891	335
20140708215639	8.4	99.9	101899	329
20140708215739	8.4	99.9	101885	320
20140708215838	8.4	99.9	101891	328
20140708215937	8.4	99.9	101888	328
20140708220037	8.4	99.9	101910	401
20140708220136	8.4	99.9	101891	342
20140708220235	8.4	99.9	101899	335
20140708220335	8.4	99.9	101907	332
20140708220434	8.4	99.9	101891	336
20140708220533	8.4	99.9	101907	335
20140708220633	8.4	99.9	101902	339
20140708220732	8.4	99.9	101902	330
20140708220832	8.4	99.9	101907	429
20140708220931	8.4	99.9	101910	323
20140708221030	8.4	99.9	101904	331
20140708221130	8.3	99.9	101904	324
20140708221229	8.3	99.9	101904	325
20140708221328	8.3	99.9	101912	307
20140708221428	8.3	99.9	101890	314
20140708221527	8.3	99.9	101898	323
20140708221627	8.3	99.9	101901	407
20140708221726	8.3	99.9	101904	385
20140708221825	8.3	99.9	101893	323
20140708221925	8.2	99.9	101904	317
20140708222024	8.2	99.9	101907	364
20140708222123	8.2	99.9	101904	344
20140708222223	8.2	99.9	101901	331
20140708222322	8.2	99.9	101906	441
20140708222422	8.2	99.9	101909	415
20140708222521	8.2	99.9	101904	463
20140708222620	8.2	99.9	101909	461
20140708222720	8.2	99.9	101895	413
20140708222819	8.2	99.9	101895	403
20140708222919	8.2	99.9	101898	347
20140708223018	8.2	99.9	101901	336
20140708223117	8.2	99.9	101892	331
20140708223217	8.2	99.9	101898	476
20140708223316	8.2	99.9	101901	310
20140708223415	8.1	99.9	101903	364
20140708223515	8.1	99.9	101917	336
20140708223614	8.1	99.9	101909	437
20140708223714	8.1	99.9	101895	454
20140708223813	8.1	99.9	101906	322
20140708223912	8.1	99.9	101889	321
20140708224012	8.1	99.9	101900	323
20140708224111	8.1	99.9	101895	326
20140708224210	8.1	99.9	101900	318
20140708224310	8.1	99.9	101892	323
20140708224409	8.1	99.9	101895	315
20140708224509	8.1	99.9	101900	309
20140708224608	8.1	99.9	101906	425
20140708224707	8.1	99.9	101889	323
20140708224807	8.1	99.9	101895	321
20140708224906	8.1	99.9	101898	313
20140708225005	8.1	99.9	101898	321
20140708225105	8.1	99.9	101889	322
20140708225204	8.1	99.9	101892	321
20140708225303	8.1	99.9	101895	313
20140708225403	8.1	99.9	101887	321
20140708225502	8.1	99.9	101900	322
20140708225602	8.1	99.9	101887	321
20140708225701	8.1	99.9	101892	332
20140708225800	8.1	99.9	101878	317
20140708225900	8.1	99.9	101886	312
20140708225959	8.1	99.9	101884	348
20140708230059	8.1	99.9	101889	356
20140708230158	8.0	99.9	101875	319
20140708230257	8.1	99.9	101881	324
20140708230357	8.0	99.9	101878	649
20140708230456	8.0	99.9	101884	651
20140708230555	8.0	99.9	101881	331
20140708230655	8.1	99.9	101878	319
20140708230754	8.1	99.9	101870	326
20140708230853	8.1	99.9	101887	326
20140708230953	8.1	99.9	101878	325
20140708231052	8.1	99.9	101884	309
20140708231152	8.1	99.9	101887	310
20140708231251	8.1	99.9	101876	314
20140708231350	8.2	99.9	101879	322
20140708231450	8.2	99.9	101879	321
20140708231549	8.2	99.9	101881	323
20140708231648	8.2	99.9	101873	302
20140708231748	8.2	99.9	101881	390
20140708231847	8.2	99.9	101870	411
20140708231947	8.2	99.9	101873	411
20140708232046	8.2	99.9	101873	413
20140708232145	8.2	99.9	101884	407
20140708232245	8.2	99.9	101882	402
20140708232344	8.2	99.9	101876	575
20140708232444	8.2	99.9	101876	405
20140708232543	8.2	99.9	101869	337
20140708232642	8.2	99.9	101873	406
20140708232742	8.2	99.9	101871	318
20140708232841	8.2	99.9	101863	316
20140708232940	8.3	99.9	101863	311
20140708233040	8.3	99.9	101858	324
20140708233139	8.3	99.9	101876	330
20140708233238	8.3	99.9	101863	323
20140708233338	8.3	99.9	101855	273
20140708233437	8.3	99.9	101863	329
20140708233537	8.3	99.9	101874	318
20140708233636	8.3	99.9	101852	319
20140708233735	8.3	99.9	101877	319
20140708233835	8.3	99.9	101871	317
20140708233934	8.4	99.9	101861	313
20140708234033	8.3	99.9	101874	320
20140708234133	8.4	99.9	101871	311
20140708234232	8.4	99.9	101869	361
20140708234332	8.4	99.9	101844	364
20140708234431	8.5	99.9	101847	312
20140708234530	8.5	99.9	101853	308
20140708234630	8.6	99.9	101851	305
20140708234729	8.6	99.9	101845	268
20140708234828	8.6	99.9	101856	303
20140708234928	8.7	99.9	101840	278
20140708235027	8.7	99.9	101848	270
20140708235127	8.7	99.9	101854	267
20140708235226	8.7	99.9	101854	257
20140708235325	8.7	99.9	101846	261
20140708235425	8.8	99.9	101832	262
20140708235524	8.8	99.9	101840	269
20140708235623	8.8	99.9	101854	270
20140708235723	8.8	99.9	101837	268
20140708235822	8.8	99.9	101843	258
20140708235921	8.8	99.9	101849	280
20140709000021	8.8	99.9	101849	262
20140709000120	8.8	99.9	101846	266
20140709000220	8.8	99.9	101843	257
20140709000319	8.8	99.9	101835	265
